STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT08,WT08_ATTRIBUTES
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/1/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/2/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/3/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/4/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/5/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/6/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/7/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/8/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/9/2020,,,,,,,13.2,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/10/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/11/2020,,,,,,,1.3,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/12/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/13/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/14/2020,,,,,,,2.5,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/15/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/16/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/17/2020,,,,,,,11.4,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/18/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/19/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/20/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/21/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/22/2020,,,,,,,0.8,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/23/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/24/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/25/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/26/2020,,,,,,,2.8,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/27/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/28/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/29/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/30/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,1/31/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/1/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/2/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/3/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/4/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/5/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/6/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/7/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/8/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/9/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/10/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/11/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/12/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/13/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/14/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/16/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/17/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/18/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/20/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/21/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/22/2020,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/23/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/24/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/25/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/26/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/27/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/28/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,2/29/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/1/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/2/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/3/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/4/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/5/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/6/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/7/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/8/2020,,,,,,,0.8,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/9/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/10/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/11/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/12/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/13/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/14/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/15/2020,,,,,,,10.2,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/16/2020,,,,,,,27.7,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/17/2020,,,,,,,9.4,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/18/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/19/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/20/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/21/2020,,,,,,,2.3,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/22/2020,,,,,,,0.5,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/23/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/24/2020,,,,,,,11.4,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/25/2020,,,,,,,10.4,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/26/2020,,,,,,,2.5,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/27/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/28/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/29/2020,,,,,,,1.3,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/30/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,3/31/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/1/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/2/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/3/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/4/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/5/2020,,,,,,,5.8,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/6/2020,,,,,,,45.7,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/7/2020,,,,,,,7.4,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/8/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/9/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/10/2020,,,,,,,1.5,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/11/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/12/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/13/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/14/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/15/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/16/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/17/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/18/2020,,,,,,,1.3,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/19/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/20/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/21/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/22/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/23/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/24/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/25/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/26/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/27/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/28/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/29/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,4/30/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/1/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/2/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/3/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/4/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/5/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/6/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/7/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/8/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/9/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
